0.000000	         0
0.511500	2196875771
1.023000	  98784246
1.534500	2295660017
2.046000	 197568492
2.557500	2394444263
3.069000	 296352738
3.580500	2493228509
4.092000	 395136984
4.603500	2592012755
5.115000	 493921230
5.626500	2690797001
6.138000	 592705476
6.649500	2789581247
7.161000	 691489722
7.672500	2888365493
8.184000	 790273968
8.695500	2987149739
9.207000	 889058214
9.718500	3085933985
10.230000	 987842460
10.741500	3184718231
11.253000	1086626706
11.764500	3283502477
12.276000	1185410952
12.787500	3382286723
13.299000	1284195198
13.810500	3481070969
14.322000	1382979444
14.833500	3579855215
15.345000	1481763690
15.856500	3678639461
16.368000	1580547936
16.879500	3777423707
17.391000	1679332182
17.902500	3876207953
18.414000	1778116428
18.925500	3974992199
19.437000	1876900674
19.948500	4073776445
20.460000	1975684920
20.971500	4172560691
21.483000	2074469166
21.994500	4271344937
22.506000	2173253412
23.017500	  75161887
23.529000	2272037658
24.040500	 173946133
24.552000	2370821904
25.063500	 272730379
25.575000	2469606150
26.086500	 371514625
26.598000	2568390396
27.109500	 470298871
27.621000	2667174642
28.132500	 569083117
28.644000	2765958888
29.155500	 667867363
29.667000	2864743134
30.178500	 766651609
30.690000	2963527380
31.201500	 865435855
31.713000	3062311626
32.224500	 964220101
32.736000	3161095872
33.247500	1063004347
33.759000	3259880118
34.270500	1161788593
34.782000	3358664364
35.293500	1260572839
35.805000	3457448610
36.316500	1359357085
36.828000	3556232856
37.339500	1458141331
37.851000	3655017102
38.362500	1556925577
38.874000	3753801348
39.385500	1655709823
39.897000	3852585594
40.408500	1754494069
40.920000	3951369840
41.431500	1853278315
41.943000	4050154086
42.454500	1952062561
42.966000	4148938332
43.477500	2050846807
43.989000	4247722578
44.500500	2149631053
45.012000	  51539528
45.523500	2248415299
46.035000	 150323774
46.546500	2347199545
47.058000	 249108020
47.569500	2445983791
48.081000	 347892266
48.592500	2544768037
49.104000	 446676512
49.615500	2643552283
50.127000	 545460758
50.638500	2742336529
51.150000	 644245004
51.661500	2841120775
52.173000	 743029250
52.684500	2939905021
53.196000	 841813496
53.707500	3038689267
54.219000	 940597742
54.730500	3137473513
55.242000	1039381988
55.753500	3236257759
56.265000	1138166234
56.776500	3335042005
57.288000	1236950480
57.799500	3433826251
58.311000	1335734726
58.822500	3532610497
59.334000	1434518972
59.845500	3631394743
60.357000	1533303218
60.868500	3730178989
61.380000	1632087464
61.891500	3828963235
62.403000	1730871710
62.914500	3927747481
63.426000	1829655956
63.937500	4026531727
64.449000	1928440202
64.960500	4125315973
65.472000	2027224448
65.983500	4224100219
66.495000	2126008694
67.006500	  27917169
67.518000	2224792940
68.029500	 126701415
68.541000	2323577186
69.052500	 225485661
69.564000	2422361432
70.075500	 324269907
70.587000	2521145678
71.098500	 423054153
71.610000	2619929924
72.121500	 521838399
72.633000	2718714170
73.144500	 620622645
73.656000	2817498416
74.167500	 719406891
74.679000	2916282662
75.190500	 818191137
75.702000	3015066908
76.213500	 916975383
76.725000	3113851154
77.236500	1015759629
77.748000	3212635400
78.259500	1114543875
78.771000	3311419646
79.282500	1213328121
79.794000	3410203892
80.305500	1312112367
80.817000	3508988138
81.328500	1410896613
81.840000	3607772384
82.351500	1509680859
82.863000	3706556630
83.374500	1608465105
83.886000	3805340876
84.397500	1707249351
84.909000	3904125122
85.420500	1806033597
85.932000	4002909368
86.443500	1904817843
86.955000	4101693614
87.466500	2003602089
87.978000	4200477860
88.489500	2102386335
89.001000	   4294810
89.512500	2201170581
90.024000	 103079056
90.535500	2299954827
91.047000	 201863302
91.558500	2398739073
92.070000	 300647548
92.581500	2497523319
93.093000	 399431794
93.604500	2596307565
94.116000	 498216040
94.627500	2695091811
95.139000	 597000286
95.650500	2793876057
96.162000	 695784532
96.673500	2892660303
97.185000	 794568778
97.696500	2991444549
98.208000	 893353024
98.719500	3090228795
99.231000	 992137270
