011	0.001770	0.002472	0.891512
111	0.001770	0.002472	0.885228
111	-0.001617	0.002106	0.878944
111	-0.000854	0.000397	0.872661
111	0.002319	0.001740	0.866377
111	0.001099	0.000427	0.860094
111	0.000916	0.000671	0.853810
111	0.000793	0.000244	0.847526
111	-0.000458	-0.000946	0.841243
111	-0.002136	0.000305	0.834959
111	-0.001404	0.000397	0.828676
110	0.001343	0.000854	0.822392
100	0.000122	0.002197	0.816108
001	0.000275	-0.000458	0.809825
011	-0.000763	0.000519	0.803541
110	-0.003601	-0.000916	0.797258
100	-0.002197	0.000183	0.790974
000	0.000885	-0.000854	0.784691
000	0.001709	0.001099	0.778407
001	0.001740	0.002167	0.772123
011	-0.000854	-0.000397	0.765840
110	-0.001099	-0.000153	0.759556
100	0.000702	-0.001862	0.753273
001	0.000122	0.001373	0.746989
011	-0.000732	-0.000275	0.740705
110	0.000244	-0.000305	0.734422
100	0.000916	0.001007	0.728138
000	0.000732	-0.002075	0.721855
000	0.000641	-0.001221	0.715571
001	0.001465	0.001770	0.709288
011	0.002899	-0.000458	0.703004
111	-0.001984	0.000488	0.696720
111	-0.002838	-0.002838	0.690437
111	0.000000	-0.001953	0.684153
111	0.000549	-0.000366	0.677870
111	-0.001251	0.000305	0.671586
111	-0.002106	-0.001068	0.665302
110	-0.000824	-0.001465	0.659019
100	0.000153	-0.001617	0.652735
001	-0.000793	-0.000824	0.646452
011	-0.000763	-0.000763	0.640168
110	0.000458	-0.001251	0.633884
001	-0.000946	0.001617	0.627601
011	-0.000458	-0.001617	0.621317
111	-0.000488	-0.000885	0.615034
111	-0.001343	-0.000244	0.608750
110	0.001282	-0.000946	0.602467
100	-0.000427	-0.000122	0.596183
001	-0.001495	0.001038	0.589899
011	0.000671	0.001129	0.583616
110	0.002655	0.001190	0.577332
100	-0.000793	-0.001495	0.571049
000	-0.000549	-0.000427	0.564765
000	0.000153	0.000214	0.558481
001	0.000916	0.000580	0.552198
011	-0.000916	0.000000	0.545914
110	-0.001831	0.000427	0.539631
100	0.001038	-0.001373	0.533347
001	-0.000183	-0.001770	0.527063
011	0.000397	-0.001099	0.520780
110	-0.001007	0.000122	0.514496
100	0.000366	0.000336	0.508213
001	-0.000275	-0.000793	0.501929
011	0.000397	-0.002747	0.495646
111	0.000000	-0.003143	0.489362
111	0.001648	-0.001984	0.483078
111	0.000458	-0.001038	0.476795
111	-0.000519	-0.000977	0.470511
111	-0.002930	-0.000671	0.464228
111	-0.001190	0.000610	0.457944
111	-0.000397	0.000519	0.451660
111	-0.000549	0.000549	0.445377
110	0.000641	0.001648	0.439093
100	0.000427	0.000000	0.432810
000	0.000854	-0.002350	0.426526
000	0.001099	-0.000366	0.420242
000	-0.000916	0.001038	0.413959
000	0.001617	-0.001404	0.407675
000	0.003357	0.000427	0.401392
000	0.001343	0.000458	0.395108
000	0.001038	0.001709	0.388825
000	0.001648	0.003418	0.382541
001	-0.000336	0.000000	0.376257
011	-0.000610	-0.001404	0.369974
110	-0.001007	-0.000732	0.363690
001	0.000244	0.000488	0.357407
011	0.000000	0.000702	0.351123
110	0.001251	-0.001801	0.344839
100	-0.000793	-0.000702	0.338556
000	0.000916	0.000275	0.332272
000	-0.000397	0.000671	0.325989
001	-0.000458	0.000214	0.319705
011	0.000366	0.000610	0.313422
111	-0.000183	-0.001801	0.307138
111	0.001648	-0.000885	0.300854
110	-0.001648	-0.000458	0.294571
100	0.000885	-0.000092	0.288287
001	0.000946	-0.000336	0.282004
011	0.000031	0.000610	0.275720
111	0.000183	0.000977	0.269436
111	0.000214	-0.000732	0.263153
111	-0.001038	-0.001038	0.256869
111	-0.000702	-0.000977	0.250586
110	-0.000519	-0.000671	0.244302
100	0.001190	0.000122	0.238018
000	0.001007	-0.001160	0.231735
000	0.000488	0.000336	0.225451
001	0.000610	0.000397	0.219168
011	-0.000580	0.005096	0.212884
111	-0.000244	0.000244	0.206601
111	-0.001373	-0.001312	0.200317
110	0.003265	0.000977	0.194033
100	-0.000092	-0.001740	0.187750
000	-0.003326	-0.000397	0.181466
000	-0.000549	-0.000885	0.175183
000	-0.001526	0.000183	0.168899
000	0.001587	-0.000214	0.162615
000	-0.000793	0.000153	0.156332
000	-0.000671	-0.002472	0.150048
001	0.000793	-0.000183	0.143765
011	-0.000427	0.000061	0.137481
111	0.000214	-0.002838	0.131197
111	-0.000763	0.001099	0.124914
111	-0.000305	0.002686	0.118630
111	-0.000275	0.000702	0.112347
110	-0.001984	0.000610	0.106063
100	-0.000458	-0.002380	0.099780
000	-0.000488	-0.000732	0.093496
000	0.000610	0.000061	0.087212
011	0.000336	-0.000763	0.080929
111	0.001129	-0.000977	0.074645
111	0.002563	-0.000122	0.068362
111	-0.000824	0.000793	0.062078
111	-0.000305	-0.000854	0.055794
110	-0.000580	0.001648	0.049511
100	-0.001099	0.002167	0.043227
001	-0.000641	0.000366	0.036944
011	-0.000916	0.001831	0.030660
111	0.000732	0.000793	0.024377
111	-0.000397	0.000122	0.018093
111	0.000519	-0.000885	0.011809
111	0.000763	-0.000092	0.005526
110	-0.002350	0.001190	-0.000758
100	0.000549	0.000366	-0.007041
001	-0.000092	0.000763	-0.013325
011	-0.000763	-0.001099	-0.019609
110	0.000366	-0.000275	-0.025892
100	0.000580	0.000977	-0.032176
000	-0.001465	-0.000519	-0.038459
000	0.000183	0.000580	-0.044743
001	-0.000488	0.000732	-0.051027
011	-0.000854	0.000061	-0.057310
111	-0.000244	0.000244	-0.063594
111	0.001801	-0.000671	-0.069877
110	-0.002167	0.000275	-0.076161
100	-0.001099	0.000916	-0.082444
000	-0.001465	-0.001770	-0.088728
000	-0.001648	-0.001007	-0.095012
000	0.001282	-0.000732	-0.101295
000	-0.000305	-0.000214	-0.107579
000	-0.001465	0.001129	-0.113862
000	0.001221	0.001953	-0.120146
000	0.001770	0.000275	-0.126430
000	0.001190	0.000427	-0.132713
000	0.000183	0.001434	-0.138997
000	0.000366	-0.000580	-0.145280
000	-0.000092	0.000305	-0.151564
000	0.001099	0.000916	-0.157848
001	0.000732	0.000793	-0.164131
011	0.000092	0.000641	-0.170415
111	-0.000793	0.000153	-0.176698
111	0.000549	0.000153	-0.182982
111	-0.000763	0.001221	-0.189265
110	-0.001068	-0.001038	-0.195549
100	0.001099	-0.001312	-0.201833
001	0.000977	0.001892	-0.208116
011	0.000397	0.002045	-0.214400
111	-0.001160	-0.000702	-0.220683
111	-0.000580	0.001099	-0.226967
110	0.000549	0.001495	-0.233251
100	0.000244	0.001038	-0.239534
000	0.000092	0.000763	-0.245818
000	0.000885	0.000885	-0.252101
001	-0.000549	0.002747	-0.258385
011	-0.000061	0.000671	-0.264669
111	-0.000824	0.000275	-0.270952
111	0.001068	-0.000916	-0.277236
111	-0.000458	-0.000671	-0.283519
111	0.001587	0.002777	-0.289803
110	-0.001312	0.000366	-0.296086
100	0.001251	0.001434	-0.302370
000	0.000275	-0.000244	-0.308654
000	0.001099	-0.002319	-0.314937
001	0.000153	-0.001068	-0.321221
011	-0.002411	0.001587	-0.327504
111	-0.000854	0.000580	-0.333788
111	0.000153	0.000610	-0.340072
111	0.002991	0.001709	-0.346355
111	0.000610	-0.000671	-0.352639
110	-0.002991	0.000763	-0.358922
100	-0.000458	-0.000336	-0.365206
001	-0.001282	0.002045	-0.371489
011	-0.001923	0.002472	-0.377773
110	-0.000153	0.000763	-0.384057
100	-0.000031	-0.001953	-0.390340
001	0.000031	0.001282	-0.396624
011	0.002014	-0.000122	-0.402907
110	0.000580	0.000580	-0.409191
100	0.001282	0.001648	-0.415475
000	0.000458	0.000549	-0.421758
000	-0.000885	0.001099	-0.428042
000	0.000458	0.000793	-0.434325
000	0.000610	0.002106	-0.440609
001	-0.001617	0.000458	-0.446893
011	-0.000061	-0.002197	-0.453176
111	-0.000397	0.000214	-0.459460
111	0.001373	0.000885	-0.465743
111	0.000244	-0.000641	-0.472027
110	-0.000336	-0.000610	-0.478310
100	0.000122	0.000275	-0.484594
000	-0.001678	0.000244	-0.490878
000	0.000000	-0.002319	-0.497161
001	-0.000916	0.002106	-0.503445
011	-0.000397	0.001740	-0.509728
110	-0.000793	-0.002502	-0.516012
100	0.000488	0.000763	-0.522296
001	-0.000366	0.001648	-0.528579
011	-0.001251	0.002319	-0.534863
111	-0.000610	-0.000336	-0.541146
111	0.001617	-0.001892	-0.547430
110	0.000763	-0.000122	-0.553714
100	0.000916	0.000092	-0.559997
001	-0.000031	-0.000305	-0.566281
011	-0.000397	0.000366	-0.572564
111	-0.000183	0.001038	-0.578848
111	-0.000336	0.001221	-0.585131
110	0.001678	0.000244	-0.591415
100	-0.000366	-0.000488	-0.597699
001	-0.000214	-0.000092	-0.603982
011	0.001526	0.000183	-0.610266
110	-0.000397	-0.001160	-0.616549
100	0.000549	-0.002441	-0.622833
000	-0.000366	0.000031	-0.629117
000	-0.000641	0.001587	-0.635400
001	-0.000305	-0.000702	-0.641684
011	-0.000519	-0.000671	-0.647967
111	0.000061	-0.000214	-0.654251
111	0.000214	0.001495	-0.660534
110	-0.000214	-0.000305	-0.666818
100	0.000061	-0.000671	-0.673102
001	-0.000153	0.000336	-0.679385
011	-0.002167	0.000549	-0.685669
111	-0.001038	-0.001160	-0.691952
111	-0.001984	0.000671	-0.698236
111	-0.000977	0.000580	-0.704520
111	0.000366	-0.001648	-0.710803
110	0.000214	0.000153	-0.717087
100	-0.000519	0.000763	-0.723370
001	0.000092	0.001312	-0.729654
111	0.000427	-0.000244	-0.735938
111	-0.001587	0.000427	-0.742221
111	-0.002136	-0.001953	-0.748505
111	-0.001434	-0.002258	-0.754788
111	0.000031	-0.000336	-0.761072
111	0.000336	0.001587	-0.767355
110	0.000427	0.002960	-0.773639
100	-0.000671	0.002014	-0.779923
000	-0.001343	0.000610	-0.786206
000	0.001282	-0.001129	-0.792490
001	0.001129	0.001038	-0.798773
011	-0.001526	0.001373	-0.805057
110	-0.000092	0.000244	-0.811341
100	-0.001160	-0.001465	-0.817624
000	-0.000946	-0.001831	-0.823908
000	0.000885	0.002655	-0.830191
000	-0.000092	0.001434	-0.836475
000	-0.000793	-0.001099	-0.842759
001	0.001160	-0.000427	-0.849042
011	0.001404	0.001068	-0.855326
110	0.001862	0.003296	-0.861609
100	0.002167	0.001831	-0.867893
001	-0.000458	-0.001068	-0.874176
011	0.000366	0.000824	-0.880460
110	-0.000977	0.000488	-0.886744
100	-0.000854	-0.001434	-0.893027
000	-0.000916	0.000061	-0.899311
000	-0.000031	0.000458	-0.905594
001	-0.001770	0.000061	-0.911878
011	-0.002289	0.000641	-0.918162
110	-0.000458	-0.002167	-0.924445
100	0.001709	0.000000	-0.930729
000	0.001923	0.000214	-0.937012
000	0.000488	-0.001617	-0.943296
000	-0.000671	-0.000702	-0.949580
000	0.000946	-0.001740	-0.955863
001	0.001465	0.000000	-0.962147
011	0.000763	0.000183	-0.968430
111	0.000366	-0.000336	-0.974714
111	-0.001038	0.000092	-0.980997
111	-0.000763	-0.001801	-0.987281
111	0.000458	-0.001190	-0.993565
110	0.002014	0.001251	-0.999848
000	0.000763	-0.000458	-1.006132
000	0.000488	-0.000214	-1.012415
000	0.000916	-0.000336	-1.018699
000	0.001526	0.001190	-1.024983
000	0.000885	0.002106	-1.031266
000	0.001221	0.000153	-1.037550
000	0.000092	0.001678	-1.043833
000	-0.000580	-0.000671	-1.050117
001	0.001007	0.000061	-1.056400
011	0.001282	-0.000854	-1.062684
111	-0.001221	-0.000092	-1.068968
111	-0.001404	-0.000183	-1.075251
111	0.000153	0.001312	-1.081535
111	-0.000183	-0.001007	-1.087818
110	-0.001007	-0.000549	-1.094102
100	-0.002136	0.000458	-1.100386
000	-0.000702	0.001648	-1.106669
000	0.000305	-0.000153	-1.112953
001	0.000366	0.000275	-1.119236
011	0.000641	-0.000183	-1.125520
110	0.000977	-0.002472	-1.131804
100	-0.000641	0.001587	-1.138087
001	0.001770	0.001373	-1.144371
011	0.000244	-0.000946	-1.150654
111	0.001862	0.001190	-1.156938
111	-0.000183	0.000641	-1.163221
111	-0.000488	0.000153	-1.169505
111	-0.000885	0.001556	-1.175789
111	-0.002045	-0.003326	-1.182072
111	0.001434	-0.001984	-1.188356
110	0.000854	0.000244	-1.194639
100	-0.000183	-0.002411	-1.200923
000	0.001038	-0.001007	-1.207207
000	-0.001129	-0.000122	-1.213490
001	0.001373	-0.000397	-1.219774
011	0.000671	0.000397	-1.226057
110	0.000824	-0.000122	-1.232341
100	-0.000244	-0.000793	-1.238625
001	0.000305	0.000458	-1.244908
011	0.002014	0.000641	-1.251192
111	0.001068	-0.002228	-1.257475
111	-0.000916	-0.002502	-1.263759
111	0.000854	0.000092	-1.270042
111	-0.001587	0.001373	-1.276326
100	-0.000275	-0.000244	-1.282610
000	-0.000641	0.000610	-1.288893
000	0.001251	-0.001221	-1.295177
001	0.001526	-0.000244	-1.301460
011	0.000732	-0.001221	-1.307744
110	-0.000427	0.000244	-1.314028
100	-0.000366	0.000214	-1.320311
001	0.000336	-0.002319	-1.326595
011	0.000275	-0.002533	-1.332878
111	-0.000214	0.000214	-1.339162
111	0.000671	-0.001160	-1.345445
111	-0.000031	-0.000183	-1.351729
111	-0.001160	0.002350	-1.358013
110	0.001099	0.001038	-1.364296
100	-0.000488	-0.000977	-1.370580
001	0.000214	-0.001648	-1.376863
011	0.000580	-0.001404	-1.383147
111	0.000458	-0.000275	-1.389431
111	0.001282	-0.001007	-1.395714
111	0.001190	-0.000732	-1.401998
111	0.000793	0.001068	-1.408281
111	-0.000610	-0.000702	-1.414565
111	0.000214	-0.001038	-1.420849
111	-0.000732	-0.000916	-1.427132
111	-0.000946	-0.000916	-1.433416
110	-0.000549	0.000031	-1.439699
100	-0.001923	-0.000946	-1.445983
001	0.000610	-0.001923	-1.452266
011	0.001007	-0.001312	-1.458550
111	-0.001007	-0.000214	-1.464834
111	0.002411	0.000488	-1.471117
110	0.002869	0.000824	-1.477401
100	-0.000763	-0.000305	-1.483684
001	-0.000092	-0.000824	-1.489968
011	-0.000031	-0.000458	-1.496252
110	-0.000854	0.000793	-1.502535
100	-0.001343	0.001068	-1.508819
001	0.000275	-0.001862	-1.515102
011	0.000305	0.000061	-1.521386
111	-0.001129	0.000580	-1.527670
111	-0.001556	-0.002075	-1.533953
110	-0.000488	-0.000092	-1.540237
100	-0.001099	-0.000458	-1.546520
011	0.001190	0.000458	-1.552804
110	0.000824	0.003204	-1.559087
100	-0.000427	0.000061	-1.565371
000	-0.001373	-0.002167	-1.571655
000	-0.000793	0.002747	-1.577938
000	-0.001984	0.000427	-1.584222
000	-0.000153	0.001404	-1.590505
000	-0.001862	0.000946	-1.596789
000	-0.000793	0.000885	-1.603073
001	0.000977	0.000549	-1.609356
011	0.000519	0.001678	-1.615640
110	0.000031	-0.001038	-1.621923
100	-0.000183	-0.003052	-1.628207
000	-0.001190	-0.002441	-1.634491
000	-0.000671	-0.000336	-1.640774
000	-0.000824	-0.001068	-1.647058
000	0.000366	0.000854	-1.653341
000	0.000519	0.000214	-1.659625
000	-0.000183	0.001465	-1.665908
001	-0.001007	0.000458	-1.672192
011	0.001312	-0.002197	-1.678476
110	-0.001099	0.001801	-1.684759
100	-0.000031	0.002258	-1.691043
001	0.002258	0.001282	-1.697326
011	0.002167	-0.000275	-1.703610
110	0.002380	-0.001129	-1.709894
100	0.000244	0.000519	-1.716177
001	-0.000519	-0.001190	-1.722461
011	-0.000061	0.001801	-1.728744
111	0.000366	0.001495	-1.735028
111	0.002136	0.001251	-1.741311
111	0.002777	0.000793	-1.747595
111	0.000366	0.000580	-1.753879
110	0.001984	0.002228	-1.760162
100	-0.000305	0.002075	-1.766446
000	-0.000366	0.000214	-1.772729
000	0.000488	-0.000153	-1.779013
000	-0.000122	0.000427	-1.785297
000	-0.001190	-0.000061	-1.791580
001	-0.000854	0.000275	-1.797864
011	0.000366	0.000793	-1.804147
111	0.000580	-0.001831	-1.810431
111	-0.000549	-0.000854	-1.816715
100	0.000763	-0.002380	-1.822998
000	0.001953	-0.002502	-1.829282
000	-0.000519	0.001312	-1.835565
000	-0.000671	-0.000824	-1.841849
000	0.000702	-0.000671	-1.848132
001	-0.001495	-0.000183	-1.854416
011	0.001984	0.000610	-1.860700
111	0.000092	-0.000153	-1.866983
111	-0.001709	-0.000122	-1.873267
110	-0.000732	0.000244	-1.879550
100	-0.000549	-0.000305	-1.885834
000	-0.001556	-0.000031	-1.892118
000	-0.003418	0.001129	-1.898401
000	0.000061	-0.000366	-1.904685
000	-0.000458	0.001404	-1.910968
000	-0.000610	0.000061	-1.917252
000	-0.001190	-0.000671	-1.923536
000	-0.003448	-0.000092	-1.929819
000	-0.001129	0.001068	-1.936103
000	-0.001617	0.000031	-1.942386
000	-0.001343	-0.000793	-1.948670
001	0.000275	0.000854	-1.954953
011	0.001343	0.001190	-1.961237
110	-0.000244	0.000336	-1.967521
100	-0.000061	0.002716	-1.973804
001	-0.000092	0.001648	-1.980088
011	0.000549	-0.000366	-1.986371
111	0.002136	-0.000092	-1.992655
111	0.001923	0.000244	-1.998939
